gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
F,36-45,38,0,Delhi,Central,Healthcare,Footwear & Shoes,20173
F,26-35,33,0,Delhi,Central,Retail,Footwear & Shoes,20169
M,26-35,33,0,Karnataka,Southern,Aviation,Footwear & Shoes,20166
M,26-35,34,0,Maharashtra,Western,IT Sector,Furniture,20165
F,26-35,26,1,Uttar Pradesh,Central,Hospitality,Furniture,20162
M,51-55,52,0,Karnataka,Southern,Healthcare,Furniture,20149
M,36-45,44,0,Maharashtra,Western,Automobile,Furniture,20149
F,55+,72,1,Gujarat,Western,Healthcare,Furniture,20141
F,26-35,32,1,Uttar Pradesh,Central,Healthcare,Furniture,20139
M,26-35,27,0,Uttar Pradesh,Central,IT Sector,Furniture,20138
F,36-45,38,0,Rajasthan,Northern,Textile,Furniture,20131
F,26-35,30,1,Uttarakhand,Central,IT Sector,Furniture,20131
M,51-55,55,0,Uttar Pradesh,Central,Agriculture,Furniture,20120
F,36-45,36,1,Maharashtra,Western,Lawyer,Furniture,20111
M,36-45,37,0,Karnataka,Southern,Aviation,Furniture,20098
M,26-35,34,1,Andhra Pradesh,Southern,Lawyer,Furniture,20089
F,18-25,25,0,Uttarakhand,Central,IT Sector,Furniture,20079
M,36-45,39,0,Uttar Pradesh,Central,Govt,Furniture,20077
M,36-45,38,1,Rajasthan,Northern,Govt,Furniture,20066
M,36-45,37,0,Himachal Pradesh,Northern,IT Sector,Furniture,20064
M,18-25,21,0,Maharashtra,Western,Healthcare,Furniture,20058
M,0-17,12,1,Uttar Pradesh,Central,Aviation,Furniture,20058
F,55+,63,1,Madhya Pradesh,Central,Textile,Furniture,20056
F,26-35,31,1,Kerala,Southern,IT Sector,Furniture,20027
F,36-45,43,0,Rajasthan,Northern,Banking,Furniture,20022
F,26-35,28,0,Andhra Pradesh,Southern,Media,Furniture,20014
M,26-35,35,0,Madhya Pradesh,Central,Aviation,Furniture,20007
F,0-17,12,0,Uttar Pradesh,Central,Aviation,Furniture,19991
F,51-55,53,0,Himachal Pradesh,Northern,Govt,Furniture,19990
F,36-45,41,0,Uttarakhand,Central,Banking,Furniture,19975
F,26-35,34,0,Haryana,Northern,Healthcare,Furniture,19967
F,18-25,21,1,Uttarakhand,Central,Aviation,Furniture,19952
F,36-45,43,0,Andhra Pradesh,Southern,Media,Furniture,19930
F,36-45,42,0,Kerala,Southern,Govt,Furniture,19927
F,26-35,34,1,Maharashtra,Western,Agriculture,Furniture,19927
M,26-35,32,0,Kerala,Southern,Govt,Furniture,19920
F,51-55,51,1,Himachal Pradesh,Northern,Banking,Furniture,19919
M,36-45,45,1,Uttarakhand,Central,Food Processing,Furniture,19911
M,18-25,21,1,Uttar Pradesh,Central,Lawyer,Furniture,19909
F,46-50,46,0,Gujarat,Western,Retail,Furniture,19907
F,26-35,31,0,Maharashtra,Western,Healthcare,Furniture,19904
F,0-17,17,0,Jharkhand,Eastern,Automobile,Furniture,19903
F,18-25,20,1,Haryana,Northern,Food Processing,Furniture,19901
F,26-35,27,0,Uttarakhand,Central,Construction,Furniture,19895
M,26-35,32,0,Andhra Pradesh,Southern,Govt,Food,19708
F,18-25,18,0,Maharashtra,Western,Lawyer,Food,19705
F,26-35,28,1,Maharashtra,Western,Healthcare,Food,19704
F,18-25,23,1,Telangana,Southern,Banking,Food,19702
F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,19699
M,0-17,16,1,Kerala,Southern,Construction,Food,19696
M,0-17,13,1,Delhi,Central,Chemical,Food,19695
M,51-55,53,0,Uttar Pradesh,Central,Govt,Food,19695
F,26-35,34,0,Andhra Pradesh,Southern,Aviation,Food,19690
F,26-35,31,0,Gujarat,Western,Automobile,Food,19690
F,18-25,25,0,Karnataka,Southern,IT Sector,Food,19687
F,26-35,28,1,Himachal Pradesh,Northern,Banking,Food,19686
F,36-45,40,0,Karnataka,Southern,IT Sector,Food,19686
F,0-17,13,0,Rajasthan,Northern,Govt,Food,19684
F,18-25,25,0,Uttar Pradesh,Central,Healthcare,Food,19684
F,26-35,29,0,Maharashtra,Western,Banking,Food,19683
F,26-35,29,1,Karnataka,Southern,Aviation,Food,19681
F,18-25,21,1,Maharashtra,Western,Healthcare,Food,19681
F,18-25,18,0,Uttar Pradesh,Central,Hospitality,Food,19681
M,51-55,55,0,Uttar Pradesh,Central,IT Sector,Food,19678
F,55+,67,1,Kerala,Southern,Govt,Food,19677
F,26-35,26,0,Bihar,Eastern,IT Sector,Food,19676
M,36-45,45,0,Uttar Pradesh,Central,IT Sector,Food,19676
F,26-35,26,0,Andhra Pradesh,Southern,IT Sector,Food,19674
M,36-45,39,1,Uttar Pradesh,Central,Healthcare,Food,19674
M,36-45,26,1,Jharkhand,Eastern,Hospitality,Food,19672
M,26-35,32,0,Uttar Pradesh,Central,Banking,Food,19671
F,26-35,27,0,Maharashtra,Western,Lawyer,Food,19670
F,36-45,44,0,Uttar Pradesh,Central,Chemical,Food,19670
F,26-35,34,0,Karnataka,Southern,IT Sector,Food,19669
F,26-35,31,0,Maharashtra,Western,Healthcare,Food,19667
F,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,19660
F,18-25,21,1,Uttar Pradesh,Central,Media,Food,19659
M,51-55,54,0,Maharashtra,Western,IT Sector,Food,19658
F,26-35,32,0,Andhra Pradesh,Southern,Retail,Food,19654
F,18-25,18,1,Haryana,Northern,IT Sector,Food,19652
F,51-55,55,1,Maharashtra,Western,Aviation,Food,19650
F,51-55,55,0,Uttar Pradesh,Central,Retail,Food,19646
M,26-35,28,1,Punjab,Northern,Hospitality,Food,19644
F,51-55,51,0,Telangana,Southern,Construction,Food,19643
F,26-35,31,0,Madhya Pradesh,Central,Food Processing,Food,19642
F,36-45,36,0,Haryana,Northern,IT Sector,Food,19641
F,36-45,45,0,Karnataka,Southern,Lawyer,Food,19639
F,26-35,30,0,Gujarat,Western,Media,Food,19638
F,36-45,43,1,Bihar,Eastern,IT Sector,Food,19637
F,26-35,34,1,Haryana,Northern,IT Sector,Food,19637
F,26-35,29,1,Bihar,Eastern,Media,Food,19634
F,26-35,32,1,Uttar Pradesh,Central,Lawyer,Food,19630
F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Food,19629
F,36-45,38,1,Andhra Pradesh,Southern,Govt,Food,19628
F,36-45,39,1,Maharashtra,Western,Retail,Food,19628
F,26-35,28,1,Maharashtra,Western,Healthcare,Food,19625
M,26-35,29,0,Maharashtra,Western,IT Sector,Food,19623
F,18-25,19,0,Delhi,Central,Healthcare,Food,19620
M,26-35,28,1,Maharashtra,Western,Automobile,Food,19619
F,36-45,38,1,Bihar,Eastern,Agriculture,Food,19617
F,46-50,49,0,Bihar,Eastern,Media,Food,19617
F,36-45,43,0,Karnataka,Southern,Aviation,Food,19615
F,26-35,31,0,Haryana,Northern,Aviation,Food,19614
F,36-45,43,0,Uttar Pradesh,Central,Govt,Food,19613
M,18-25,24,1,Uttar Pradesh,Central,Aviation,Food,19609
F,36-45,45,0,Karnataka,Southern,Banking,Food,19608
F,18-25,22,0,Uttar Pradesh,Central,Govt,Food,19604
M,18-25,20,1,Uttar Pradesh,Central,Banking,Food,19603
F,26-35,29,1,Uttar Pradesh,Central,IT Sector,Food,19603
F,26-35,30,1,Uttar Pradesh,Central,Automobile,Food,19602
M,36-45,38,1,Himachal Pradesh,Northern,Chemical,Food,19600
F,36-45,39,0,Haryana,Northern,IT Sector,Food,19599
F,18-25,18,0,Haryana,Northern,Govt,Food,19596
F,26-35,30,0,Andhra Pradesh,Southern,Govt,Food,19595
F,36-45,41,1,Uttar Pradesh,Central,Construction,Food,19591
F,18-25,23,0,Uttar Pradesh,Central,Banking,Food,19589
F,26-35,31,1,Andhra Pradesh,Southern,Healthcare,Food,19587
M,18-25,23,0,Andhra Pradesh,Southern,Healthcare,Food,19586
F,46-50,50,0,Andhra Pradesh,Southern,Chemical,Food,19586
M,18-25,23,0,Kerala,Southern,Healthcare,Food,19586
F,51-55,52,1,Uttar Pradesh,Central,IT Sector,Food,19585
F,26-35,35,0,Haryana,Northern,Lawyer,Food,19583
M,51-55,52,0,Uttar Pradesh,Central,Aviation,Food,19583
M,26-35,28,0,Haryana,Northern,Construction,Food,19582
M,26-35,28,0,Andhra Pradesh,Southern,Healthcare,Food,19580
F,18-25,24,0,Madhya Pradesh,Central,Govt,Food,19580
M,18-25,23,1,Madhya Pradesh,Central,Healthcare,Food,19578
M,26-35,29,0,Uttar Pradesh,Central,Aviation,Food,19577
M,26-35,29,0,Uttar Pradesh,Central,Aviation,Food,19577
M,36-45,43,0,Bihar,Eastern,Lawyer,Food,19575
F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Food,19575
F,36-45,36,0,Uttar Pradesh,Central,Banking,Food,19575
F,18-25,23,1,Bihar,Eastern,IT Sector,Food,19574
M,26-35,34,0,Kerala,Southern,Healthcare,Food,19574
M,18-25,20,0,Delhi,Central,Food Processing,Food,19573
M,18-25,19,0,Madhya Pradesh,Central,Lawyer,Food,19573
F,36-45,42,0,Karnataka,Southern,Food Processing,Food,19572
F,55+,71,0,Maharashtra,Western,Hospitality,Food,19571
F,46-50,49,0,Andhra Pradesh,Southern,Media,Food,19568
M,51-55,52,0,Karnataka,Southern,Banking,Food,19568
F,18-25,19,0,Bihar,Eastern,Food Processing,Food,19567
F,36-45,41,1,Karnataka,Southern,IT Sector,Food,19567
F,26-35,29,0,Delhi,Central,Healthcare,Food,19566.5
F,26-35,30,0,Uttar Pradesh,Central,Media,Food,19566
F,36-45,39,0,Maharashtra,Western,Construction,Food,19565
F,46-50,50,1,Karnataka,Southern,Banking,Food,19564
F,0-17,16,0,Maharashtra,Western,Banking,Food,19561
M,26-35,31,0,Madhya Pradesh,Central,Govt,Food,19560
M,18-25,18,1,Jharkhand,Eastern,Banking,Food,19557
M,55+,67,0,Uttarakhand,Central,Retail,Food,19557
F,51-55,54,0,Maharashtra,Western,Govt,Food,19556
F,18-25,21,0,Karnataka,Southern,Aviation,Food,19555
F,26-35,35,1,Maharashtra,Western,Banking,Food,19555
F,26-35,32,0,Karnataka,Southern,Food Processing,Food,19554
F,26-35,31,1,Uttar Pradesh,Central,Aviation,Food,19554
F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Food,19552
F,46-50,47,1,Maharashtra,Western,Aviation,Food,19551
F,26-35,28,0,Gujarat,Western,Aviation,Food,19548
M,26-35,26,0,Karnataka,Southern,Food Processing,Food,19547
F,51-55,53,1,Maharashtra,Western,Automobile,Food,19545
F,36-45,43,0,Maharashtra,Western,Lawyer,Food,19536
F,26-35,35,0,Haryana,Northern,Retail,Food,19533
F,26-35,27,1,Uttar Pradesh,Central,Govt,Food,19532
M,26-35,35,1,Karnataka,Southern,Govt,Food,19531
F,18-25,18,0,Maharashtra,Western,Media,Food,19531
F,46-50,48,0,Maharashtra,Western,Healthcare,Food,19527
F,26-35,31,0,Maharashtra,Western,Retail,Food,19524
M,26-35,26,0,Karnataka,Southern,Chemical,Food,19522
F,18-25,20,0,Uttar Pradesh,Central,Healthcare,Food,19522
M,51-55,53,0,Maharashtra,Western,Hospitality,Food,19520
F,26-35,27,0,Uttar Pradesh,Central,Textile,Food,19520
F,26-35,32,1,Gujarat,Western,Banking,Food,19518
F,26-35,33,0,Andhra Pradesh,Southern,IT Sector,Food,19516
F,26-35,32,1,Maharashtra,Western,Agriculture,Food,19516
F,26-35,27,1,Uttar Pradesh,Central,Banking,Food,19516
M,26-35,28,0,Kerala,Southern,Hospitality,Food,19515
F,26-35,28,1,Maharashtra,Western,IT Sector,Food,19515
F,18-25,25,0,Telangana,Southern,Media,Food,19513
F,26-35,29,1,Haryana,Northern,Automobile,Food,19512
F,26-35,34,0,Uttar Pradesh,Central,Aviation,Food,19510
F,46-50,47,0,Bihar,Eastern,Retail,Food,19508
F,36-45,41,0,Delhi,Central,Aviation,Food,19507
F,26-35,26,0,Maharashtra,Western,Automobile,Food,19507
F,46-50,49,0,Haryana,Northern,Textile,Food,19506
F,55+,90,1,Gujarat,Western,Banking,Food,19505
F,55+,56,1,Maharashtra,Western,Automobile,Food,19499
F,26-35,26,1,Uttar Pradesh,Central,Chemical,Food,19499
M,26-35,29,0,Jharkhand,Eastern,IT Sector,Food,19497
F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,19495
F,26-35,34,0,Delhi,Central,Media,Food,19493
F,18-25,23,1,Andhra Pradesh,Southern,IT Sector,Food,19490
F,36-45,43,1,Uttar Pradesh,Central,Food Processing,Food,19490
M,51-55,51,0,Uttar Pradesh,Central,IT Sector,Food,19490
F,46-50,48,1,Bihar,Eastern,Automobile,Food,19489
F,18-25,19,1,Uttar Pradesh,Central,Healthcare,Food,19488
F,55+,63,0,Madhya Pradesh,Central,Agriculture,Food,19487
F,26-35,26,0,Karnataka,Southern,Aviation,Food,19486
F,36-45,37,0,Gujarat,Western,Automobile,Food,19484
F,18-25,19,0,Madhya Pradesh,Central,Automobile,Food,19484
F,18-25,20,0,Maharashtra,Western,Media,Food,19483
F,36-45,36,0,Madhya Pradesh,Central,Healthcare,Food,19477
F,36-45,43,1,Madhya Pradesh,Central,IT Sector,Food,19477
M,51-55,52,0,Maharashtra,Western,Healthcare,Food,19477
F,18-25,22,0,Maharashtra,Western,IT Sector,Food,19474
F,18-25,21,0,Uttar Pradesh,Central,Healthcare,Food,19474
M,18-25,20,0,Andhra Pradesh,Southern,Healthcare,Food,19472
M,26-35,26,0,Madhya Pradesh,Central,Food Processing,Food,19472
F,36-45,44,1,Delhi,Central,Agriculture,Food,19469
F,26-35,26,0,Uttar Pradesh,Central,Chemical,Food,19467
F,26-35,32,1,Haryana,Northern,Media,Food,19466
F,26-35,33,0,Karnataka,Southern,Chemical,Food,19466
M,46-50,47,1,Punjab,Northern,Govt,Food,19465
M,46-50,47,1,Telangana,Southern,Govt,Food,19465
F,26-35,26,0,Maharashtra,Western,IT Sector,Food,19462
M,18-25,25,0,Uttar Pradesh,Central,Retail,Food,19459
F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,19457
M,55+,92,1,Uttar Pradesh,Central,Banking,Food,19457
M,26-35,28,0,Maharashtra,Western,Construction,Food,19456
F,18-25,23,1,Rajasthan,Northern,Chemical,Food,19455
F,36-45,38,1,Delhi,Central,Media,Food,19454
F,26-35,31,1,Maharashtra,Western,Govt,Food,19454
M,26-35,35,1,Karnataka,Southern,Textile,Food,19451
M,36-45,42,0,Himachal Pradesh,Northern,Banking,Food,19450
F,26-35,30,0,Uttar Pradesh,Central,Govt,Food,19449
F,18-25,19,1,Uttar Pradesh,Central,Construction,Food,19448
M,26-35,32,1,Uttar Pradesh,Central,Lawyer,Food,19446
F,26-35,29,0,Delhi,Central,Healthcare,Food,19445
M,36-45,44,1,Maharashtra,Western,Banking,Food,19445
M,51-55,52,1,Kerala,Southern,Media,Food,19444
F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Food,19443
F,26-35,29,0,Haryana,Northern,Banking,Food,19441
F,26-35,34,1,Uttar Pradesh,Central,IT Sector,Food,19438
M,26-35,26,1,Bihar,Eastern,Media,Food,19437
F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,19437
F,18-25,22,1,Uttar Pradesh,Central,Govt,Food,19436
F,36-45,38,0,Maharashtra,Western,Govt,Food,19434
F,36-45,44,0,Uttar Pradesh,Central,Healthcare,Food,19434
F,26-35,35,0,Maharashtra,Western,Chemical,Food,19433
F,26-35,27,1,Karnataka,Southern,Aviation,Food,19432
F,18-25,19,1,Maharashtra,Western,Govt,Food,19431
F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,19431
F,26-35,34,0,Bihar,Eastern,Textile,Food,19426
M,0-17,16,1,Andhra Pradesh,Southern,Hospitality,Food,19425
F,26-35,32,1,Karnataka,Southern,Hospitality,Food,19424
F,46-50,46,0,Uttar Pradesh,Central,Retail,Food,19423
F,26-35,31,1,Telangana,Southern,Lawyer,Food,19419
M,36-45,45,0,Gujarat,Western,Chemical,Food,19416
F,18-25,19,1,Uttar Pradesh,Central,Media,Food,19415
F,46-50,50,0,Madhya Pradesh,Central,Healthcare,Food,19414
F,51-55,54,1,Uttar Pradesh,Central,Automobile,Food,19413
M,26-35,32,0,Andhra Pradesh,Southern,Lawyer,Food,19412
F,36-45,43,1,Karnataka,Southern,Aviation,Food,19410
M,36-45,43,0,Uttarakhand,Central,Hospitality,Food,19408
F,26-35,26,0,Andhra Pradesh,Southern,Media,Food,19406
F,36-45,39,0,Telangana,Southern,Textile,Food,19404
F,18-25,24,1,Gujarat,Western,Aviation,Food,19402
F,26-35,29,0,Maharashtra,Western,Healthcare,Food,19401
F,18-25,23,1,Uttar Pradesh,Central,Lawyer,Food,19401
F,26-35,29,0,Delhi,Central,Construction,Food,19400
F,36-45,41,1,Jharkhand,Eastern,Automobile,Food,19399
F,36-45,37,1,Maharashtra,Western,Healthcare,Food,19399
F,36-45,41,0,Maharashtra,Western,Healthcare,Food,19395
F,51-55,52,0,Uttar Pradesh,Central,Banking,Food,19395
F,51-55,53,0,Madhya Pradesh,Central,Agriculture,Food,19394
F,36-45,41,0,Uttar Pradesh,Central,Agriculture,Food,19392
M,18-25,25,0,Madhya Pradesh,Central,IT Sector,Food,19391
F,26-35,34,1,Uttar Pradesh,Central,Healthcare,Food,19386
M,18-25,19,1,Rajasthan,Northern,Aviation,Food,19385
M,26-35,30,1,Delhi,Central,Banking,Food,19383
M,36-45,37,0,Maharashtra,Western,Chemical,Food,19381
F,26-35,29,0,Delhi,Central,Retail,Food,19380
F,55+,90,0,Karnataka,Southern,IT Sector,Food,19380
M,26-35,30,1,Uttar Pradesh,Central,IT Sector,Food,19380
M,26-35,32,1,Kerala,Southern,Healthcare,Food,19379
F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,19378
M,55+,67,0,Maharashtra,Western,Automobile,Food,19376
M,26-35,33,0,Bihar,Eastern,Chemical,Food,19375
F,18-25,22,0,Karnataka,Southern,Banking,Food,19369
F,26-35,28,0,Bihar,Eastern,Banking,Food,19368
F,26-35,26,1,Uttar Pradesh,Central,Govt,Food,19368
F,36-45,36,0,Maharashtra,Western,Healthcare,Food,19367
F,36-45,37,0,Uttar Pradesh,Central,Retail,Food,19367
F,26-35,29,1,Karnataka,Southern,Aviation,Food,19363
F,26-35,29,0,Uttar Pradesh,Central,Automobile,Food,19363
F,26-35,26,0,Uttar Pradesh,Central,Healthcare,Food,19361
F,36-45,36,0,Delhi,Central,Hospitality,Food,19356
F,26-35,31,1,Maharashtra,Western,Govt,Food,19356
M,18-25,25,1,Maharashtra,Western,Aviation,Food,19355
F,51-55,51,0,Uttar Pradesh,Central,Agriculture,Food,19353
F,36-45,44,0,Andhra Pradesh,Southern,Food Processing,Food,19351
F,26-35,33,1,Jharkhand,Eastern,IT Sector,Food,19350
F,18-25,19,0,Karnataka,Southern,Agriculture,Food,19349
F,36-45,38,1,Karnataka,Southern,Textile,Food,19346
F,26-35,30,0,Uttar Pradesh,Central,Food Processing,Food,19346
M,18-25,20,1,Karnataka,Southern,Textile,Food,19345
F,55+,75,1,Uttar Pradesh,Central,Aviation,Food,19344
F,36-45,44,0,Karnataka,Southern,Healthcare,Food,19342
M,46-50,48,1,Uttar Pradesh,Central,Hospitality,Food,19342
M,26-35,27,1,Uttar Pradesh,Central,Media,Food,19339
F,18-25,19,1,Andhra Pradesh,Southern,Aviation,Food,19337
F,26-35,31,0,Haryana,Northern,Govt,Food,19336
F,18-25,19,0,Andhra Pradesh,Southern,Retail,Auto,19334
F,18-25,25,0,Karnataka,Southern,Retail,Food,19334
F,18-25,21,1,Uttar Pradesh,Central,Chemical,Food,19333
M,51-55,52,0,Karnataka,Southern,Healthcare,Food,19328
F,55+,82,0,Karnataka,Southern,Healthcare,Food,19328
F,26-35,30,0,Uttar Pradesh,Central,Chemical,Food,19327
F,18-25,20,1,Karnataka,Southern,Food Processing,Food,19326
F,18-25,24,1,Maharashtra,Western,Healthcare,Food,19326
M,26-35,28,0,Uttar Pradesh,Central,Lawyer,Food,19326
F,36-45,42,1,Andhra Pradesh,Southern,Aviation,Auto,19325
F,26-35,35,1,Bihar,Eastern,Chemical,Food,19325
M,18-25,22,0,Maharashtra,Western,Chemical,Food,19325
F,36-45,38,0,Haryana,Northern,IT Sector,Food,19323
F,26-35,31,0,Maharashtra,Western,Aviation,Food,19320
M,26-35,35,1,Maharashtra,Western,Media,Food,19320
M,26-35,35,1,Maharashtra,Western,Media,Food,19320
M,26-35,35,1,Delhi,Central,Aviation,Food,19319
F,36-45,39,1,Haryana,Northern,Govt,Food,19319
F,18-25,25,0,Uttar Pradesh,Central,Aviation,Food,19318
M,26-35,27,1,Andhra Pradesh,Southern,Lawyer,Food,19316
F,26-35,34,0,Andhra Pradesh,Southern,Lawyer,Auto,19316
F,18-25,20,1,Uttar Pradesh,Central,Govt,Food,19314
M,46-50,50,0,Bihar,Eastern,Textile,Food,19312
F,46-50,46,0,Andhra Pradesh,Southern,Lawyer,Food,19311
F,36-45,43,0,Maharashtra,Western,Chemical,Food,19311
F,26-35,34,0,Kerala,Southern,IT Sector,Food,19310
M,36-45,44,1,Uttar Pradesh,Central,Govt,Food,19310
F,0-17,13,1,Madhya Pradesh,Central,IT Sector,Food,19308
M,36-45,39,1,Punjab,Northern,Retail,Food,19307
F,18-25,18,0,Maharashtra,Western,Govt,Food,19306
M,26-35,27,0,Uttar Pradesh,Central,Media,Food,19303
F,26-35,32,0,Andhra Pradesh,Southern,IT Sector,Food,19301
M,26-35,31,1,Punjab,Northern,Govt,Food,19301
F,51-55,54,0,Karnataka,Southern,Govt,Food,19300
M,46-50,49,0,Madhya Pradesh,Central,Retail,Food,19300
F,26-35,30,0,Uttar Pradesh,Central,Construction,Food,19300
F,18-25,24,0,Karnataka,Southern,Media,Food,19297
M,18-25,25,0,Delhi,Central,Aviation,Food,19295
M,26-35,35,1,Himachal Pradesh,Northern,IT Sector,Auto,19295
F,18-25,24,0,Haryana,Northern,Govt,Food,19293
M,55+,71,0,Karnataka,Southern,Healthcare,Food,19293
M,46-50,49,0,Uttar Pradesh,Central,Aviation,Food,19293
F,46-50,46,0,Gujarat,Western,Aviation,Food,19292
F,36-45,37,0,Karnataka,Southern,Healthcare,Food,19292
F,36-45,42,1,Karnataka,Southern,Automobile,Food,19291
F,26-35,32,0,Haryana,Northern,Govt,Food,19289
F,26-35,32,1,Gujarat,Western,Aviation,Food,19285
M,36-45,26,1,Andhra Pradesh,Southern,IT Sector,Food,19284
F,0-17,12,0,Maharashtra,Western,IT Sector,Food,19284
M,0-17,15,0,Madhya Pradesh,Central,Retail,Food,19283
F,0-17,15,0,Andhra Pradesh,Southern,Healthcare,Food,19282
M,26-35,32,0,Uttarakhand,Central,Hospitality,Food,19282
F,36-45,40,1,Andhra Pradesh,Southern,Textile,Auto,19280
M,18-25,20,0,Himachal Pradesh,Northern,Healthcare,Food,19280
M,26-35,31,0,Himachal Pradesh,Northern,Govt,Food,19280
F,26-35,35,1,Bihar,Eastern,Chemical,Food,19278
F,18-25,23,0,Delhi,Central,Retail,Food,19273
F,26-35,33,1,Karnataka,Southern,Banking,Food,19268
M,18-25,20,0,Uttar Pradesh,Central,IT Sector,Food,19268
F,26-35,30,0,Delhi,Central,IT Sector,Food,19267
F,18-25,22,0,Maharashtra,Western,Govt,Food,19263
F,26-35,35,0,Uttar Pradesh,Central,IT Sector,Food,19261
M,36-45,38,0,Karnataka,Southern,Agriculture,Food,19259
M,46-50,49,0,Madhya Pradesh,Central,Govt,Food,19259
M,51-55,52,0,Delhi,Central,Retail,Food,19258
F,51-55,53,1,Andhra Pradesh,Southern,Banking,Food,19255
F,46-50,49,0,Maharashtra,Western,Media,Food,19255
M,18-25,19,0,Uttar Pradesh,Central,Banking,Food,19254
F,55+,81,1,Haryana,Northern,Media,Food,19253
M,26-35,32,0,Himachal Pradesh,Northern,Aviation,Food,19252
F,26-35,28,1,Maharashtra,Western,Textile,Food,19251
F,36-45,39,1,Maharashtra,Western,IT Sector,Food,19251
M,51-55,53,1,Maharashtra,Western,Banking,Food,19251
F,36-45,37,0,Andhra Pradesh,Southern,Construction,Food,19250
F,51-55,55,0,Gujarat,Western,Aviation,Food,19249
F,26-35,29,0,Gujarat,Western,Healthcare,Food,19247
M,26-35,26,0,Uttar Pradesh,Central,IT Sector,Food,19245
F,36-45,38,0,Delhi,Central,Healthcare,Food,19243
F,26-35,34,0,Andhra Pradesh,Southern,Construction,Auto,19241
F,18-25,21,0,Madhya Pradesh,Central,Aviation,Food,19241
M,26-35,33,0,Maharashtra,Western,Banking,Food,19238
F,26-35,34,0,Gujarat,Western,IT Sector,Food,19237
M,26-35,26,0,Gujarat,Western,Healthcare,Food,19235
F,18-25,21,0,Uttar Pradesh,Central,Healthcare,Food,19235
F,36-45,43,0,Haryana,Northern,Healthcare,Food,19232
F,26-35,32,0,Haryana,Northern,Media,Food,19230
M,26-35,28,1,Kerala,Southern,Hospitality,Food,19229
M,26-35,28,1,Rajasthan,Northern,Hospitality,Food,19229
M,0-17,17,0,Kerala,Southern,Healthcare,Food,19228
F,18-25,22,0,Maharashtra,Western,Healthcare,Food,19221
F,18-25,21,0,Uttar Pradesh,Central,Govt,Food,19221
F,55+,66,1,Uttar Pradesh,Central,Automobile,Food,19220
M,0-17,17,1,Maharashtra,Western,Food Processing,Food,19216
F,26-35,35,1,Maharashtra,Western,Aviation,Food,19216
F,36-45,43,0,Uttar Pradesh,Central,Chemical,Food,19215
F,18-25,23,1,Madhya Pradesh,Central,Banking,Food,19214
M,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,19214
F,51-55,53,1,Uttar Pradesh,Central,Aviation,Food,19213
F,51-55,52,0,Gujarat,Western,IT Sector,Food,19211
F,26-35,32,1,Uttar Pradesh,Central,Hospitality,Food,19211
F,18-25,21,1,Uttar Pradesh,Central,Healthcare,Food,19210
F,36-45,37,0,Uttar Pradesh,Central,Media,Food,19209
F,36-45,38,0,Haryana,Northern,Healthcare,Food,19208
F,36-45,44,0,Karnataka,Southern,Retail,Food,19204
